symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
وآفری,بیمه کارآفرین,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,60.5,زیر نظر,100,50,88,34,8640,20260922,7.9,29.7,105.3,65.5,7.6,35.2,143.3,72.2,false,64.2,3.38,above,-2.2,0.85,7920,8830,1.9,5.6,1.76,2.31,1.8,1680,5.14,4.59,12,8348,7910,8830,9414,0.26,نقدشوندگی پایین
چکاپا,گروه صنایع کاغذ پارس,محصولات کاغذی,60.4,زیر نظر,100,60,63.5,10,2211,20260922,10.5,40.8,65.1,25.3,21.2,41.8,73.1,85.7,true,53,2.93,above,0,1.66,1699,,-35.89,7.64,1.99,19.2,24.77,,,16.48,,2146,2081,2405,2535,1.5,اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت
وثوق,سرمایه گذاری وثوق امین,سرمایه گذاریها,60.4,زیر نظر,90,65,61.5,20,40010,20260922,-1.6,3.7,124.5,84.7,-0.2,10.3,81.2,55.2,false,35.5,3.31,above,-7.1,0.91,37450,42950,4.67,-9.28,1.84,12.24,6.58,81,493.95,,,38684,36787,42950,45603,0.91,خروج مستمر پول حقیقی | P/E بالا (494)
فطلوع,طلوع فولاد پارس,فلزات اساسی,60.3,زیر نظر,100,65,39.2,30,5600,20260922,-6.2,43.6,102.2,62.3,8.2,37.9,,69.2,false,76.9,2.9,above,-11.4,1.66,3790,6320,-24.38,32.15,1.25,-43.68,13.22,34,164.71,,,5437,5275,6320,6645,2.21,P/E بالا (165)
سیتا,سرمایه گذاری سیمان تامین,سیمان، آهک و گچ,60.3,زیر نظر,100,45,28,57,29040,20260922,-8.4,10.7,20.5,-19.3,0.7,7.9,56.1,52.2,false,26.7,3.55,above,-11,2.03,26997,29872,-16.98,54.02,0.73,-34.85,30.64,4273,6.8,7.14,-4.8,28009,26481,29872,32640,0.33,
وبوعلی,سرمایه‌گذاری‌بوعلی‌,سرمایه گذاریها,60.3,زیر نظر,100,50,1,80,3590,20260922,-1.4,23.6,48.2,8.4,8.1,27.8,74.6,71.6,false,59.9,3.55,above,-4,0.88,3240,3740,-4.38,-11.13,0.74,-2.91,4.58,1066,3.37,7.13,-52.8,3463,3271,3740,3995,0.47,خروج مستمر پول حقیقی
پلوله,گازلوله‌,لاستیک و پلاستیک,60.1,زیر نظر,100,60,87.5,25,10120,20260922,8.9,61.4,135.8,96,22.3,52.4,103.6,95,true,71.4,2.38,above,0,0.51,6800,,1.52,10.04,4.91,2.65,1.52,517,19.57,,,9879,9639,10842,11323,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20
نیان,نیان الکترونیک,تولید محصولات کامپیوتری الکترونیکی ونوری,60.1,زیر نظر,85,40,14.3,92,3410,20260922,-7.1,-9.3,45.1,5.2,-5.3,6.8,15.9,48.3,false,29.4,3.81,above,-31.4,0.54,3331,3696,-10.81,-57.15,1.29,-1.61,17.01,678,5.03,7.98,-37,3331,3266,3696,3770,1.99,واگرایی منفی RSI | خروج مستمر پول حقیقی
دتوزیع,توزیع دارو پخش,مواد و محصولات دارویی,60.1,زیر نظر,90,40,30.3,70,5850,20260922,-7.9,-3.6,78,38.1,-5.9,5.5,91.8,48.1,false,42.8,3.96,above,-13.8,0.51,5700,6180,8.04,-225.44,0.93,-4.32,45.89,739,7.92,8.86,-10.7,5700,5584,6180,6560,1.24,واگرایی منفی RSI | خروج مستمر پول حقیقی
بوعلی,پتروشیمی بوعلی سینا,محصولات شیمیایی,60,زیر نظر,100,60,12.1,60,59510,20260922,3,52.5,146.9,107.1,17.4,48.4,84.3,82.5,true,71.7,3.09,above,-0.8,1.08,43448,,-195.74,-31.94,1.24,-81.36,111.84,8261,7.2,9.63,-25.2,57673,55837,65020,68693,1.5,اشباع خرید | فاصله زیاد از MA20
شپترو,پتروشیمی آبادان,محصولات شیمیایی,59.8,زیر نظر,100,60,61,10,2848,20260922,5.1,60.3,97.9,58.1,19.2,43,104,82.4,true,65.8,3,above,-6.3,2.54,1920,,-4.2,1.11,1.99,24.71,10.91,,,,,2763,2677,3104,3275,1.5,اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت
شصدف,صنعتی دوده فام,محصولات شیمیایی,59.8,زیر نظر,90,55,17,70,17200,20260922,-8.1,-0.6,45.4,5.5,-3.3,15.7,47.6,52,false,57.2,4.09,above,-12.9,0.93,16300,18400,-48.53,21.26,0.7,-35.63,34.12,2572,6.69,8.01,-16.5,16497,15949,18400,18800,0.96,
ثجوان,تامین مسکن جوانان,انبوه سازی، املاک و مستغلات,59.8,زیر نظر,100,85,46,25,2407,20260916,10.8,16.3,47.7,7.8,12.8,26.5,52.5,75.9,true,37.9,3.53,above,-0.2,1.4,2239,,-0.17,-3.48,1.84,9.04,3.04,167,14.41,,,2322,2197,2662,2832,1.21,خروج مستمر پول حقیقی | آخرین معامله 20260916 (متوقف یا کم‌معامله)
غبهنوش,بهنوش‌ ایران‌,محصولات غذایی و آشامیدنی به جز قند و شکر,59.7,زیر نظر,63,80,85.2,14,83090,20260922,16.1,29.4,4.7,-35.1,13.7,3.9,18.6,63.9,true,19.7,3.32,below,-19.3,1.12,78310,84490,0.88,72,1.49,19.22,19.75,1714,48.48,8.53,468.3,80327,76929,84490,86100,0.23,P/E بالا (48)
چکارن,کارتن‌ ایران‌,محصولات کاغذی,59.6,زیر نظر,100,45,60.6,62,4790,20260922,-6.4,1.1,14.6,-25.2,0.7,13.1,44.9,56.4,false,37.6,3.68,above,-8.1,0.77,4410,4900,0.15,-0.14,1.56,3.9,2.96,476,10.06,16.48,-38.9,4614,4350,4900,5210,0.25,نقدشوندگی پایین | واگرایی منفی RSI
پخش,پخش البرز,مواد و محصولات دارویی,59.6,زیر نظر,90,55,26.5,60,13100,20260922,-5.5,-3,39.9,0.1,-2.6,5.4,69.3,50.6,false,37.4,4.33,above,-9.3,0.57,12560,14220,21.25,-80.11,0.56,-57.32,80.63,2029,6.46,8.86,-27.1,12560,12277,14220,14450,1.36,واگرایی منفی RSI
چدن,تولیدی چدن سازان,ساخت محصولات فلزی,59.6,زیر نظر,100,75,11.5,47,4290,20260922,0.2,39.6,93.3,53.5,12.5,37.2,132.5,77.7,true,62.2,3.15,above,-5.3,1.23,3172,4530,-80.03,-171.08,0.66,-62.09,39.16,544,7.89,7.54,4.6,4155,4019,4530,4801,0.89,خروج مستمر پول حقیقی
بتیس,بیمه زندگی ایساتیس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,59.6,زیر نظر,90,65,36.5,42,3460,20260922,-6,9.8,89.5,49.7,-1.1,17.3,,55,false,54.4,3.74,above,-10.1,0.61,3170,3510,-2.04,-9.93,2.04,6.05,4.91,385,8.99,,,3331,3137,3510,3825,0.15,خروج مستمر پول حقیقی
پارسان,گسترش نفت و گاز پارسیان,محصولات شیمیایی,59.6,زیر نظر,90,45,57.5,37,34110,20260922,-4.5,16.9,17.8,-22,-0.1,16,44.1,55.9,false,39.8,3.79,above,-9.9,1.55,33650,37860,207.67,57.7,0.82,26.83,158.9,3483,9.79,9.63,1.7,33650,33003,37860,40448,3.39,
کگهر,معدنی و صنعتی گهرزمین,استخراج کانه های فلزی,59.6,زیر نظر,90,38,28,72,7320,20260922,-12.6,5.9,31.9,-7.9,-5.2,11.8,43.2,48.4,false,45.5,3.75,above,-14.3,0.71,7130,7870,-39.77,144.38,0.39,-88.02,56.44,870,8.41,14.44,-41.7,7130,6993,7870,8540,1.68,واگرایی منفی RSI
قصفها,قنداصفهان‌,قند و شکر,59.5,زیر نظر,90,53,27.5,60,2228,20260922,-9.1,11.7,36.2,-3.6,-3,11.2,61.3,50.6,false,43.9,3.77,above,-14.5,0.8,2149,2263,-2.87,23.53,0.49,-19.85,13.7,264,8.44,9.8,-13.9,2149,2107,2263,2607,0.29,
ولیز,لیزینگ ایران,سایر واسطه گریهای مالی,59.4,زیر نظر,100,60,37.5,32,4050,20260922,5.2,43,68.8,29,16.9,49.8,69.4,85.5,true,78.8,2.93,above,-0.7,1.18,3260,,-5.51,-4.37,1.82,14.14,6.14,458,8.84,,,3932,3813,4405,4642,1.5,اشباع خرید | فاصله زیاد از MA20
شملی,ملی شیمی کشاورز,محصولات شیمیایی,59.3,زیر نظر,100,65,28.3,37,9750,20260922,-4.7,23.3,90.4,50.5,5.1,36.2,107.5,68.8,false,70.2,3.56,above,-7.4,0.6,5570,10530,-38.43,40.1,0.85,-28.24,35.67,1215,8.02,8.01,0.2,9403,9056,10530,11224,1.12,
شاراک,پتروشیمی شازند,محصولات شیمیایی,59.3,زیر نظر,100,50,17,60,28070,20260922,-2.3,43.9,83.4,43.6,11.4,35,122.8,73.9,false,62.3,3.22,above,-4.8,1.06,20840,29490,-207.49,118.05,0.67,-234.87,134,3871,7.25,9.63,-24.7,27166,26263,29490,31297,0.79,
فنر,پارس فنر,خودرو و ساخت قطعات,59.3,زیر نظر,100,60,53,16,6880,20260922,5,17.8,102.9,63,8.4,29.6,98.2,78.9,false,52.4,3.82,above,-2.5,0.93,6690,,-0.32,11.8,3.21,38.81,11.9,636,10.82,5.87,84.3,6690,6559,7669,8194,2.45,اشباع خرید
غاذر,کشت‌وصنعت‌پیاذر,محصولات غذایی و آشامیدنی به جز قند و شکر,59.2,زیر نظر,90,65,29.7,47,29260,20260922,-6.1,12.3,96.6,56.8,-2.6,17.2,126.6,55.2,false,51.2,3.83,above,-15.7,0.63,23150,34700,-8.01,54.91,0.91,-14.51,49.78,3154,9.28,8.53,8.8,28139,27019,34700,36941,2.43,
پارسیان,بیمه پارسیان,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,59.1,زیر نظر,100,45,0.5,80,1837,20260922,-3.9,15.9,27.5,-12.3,2.8,18.9,47.1,62,false,53.6,3.8,above,-6.8,0.86,1670,1970,-11.23,-23.71,0.64,-14.09,8.24,865,2.12,4.59,-53.7,1767,1662,1970,2110,0.76,خروج مستمر پول حقیقی
ما,بیمه  ما,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,59.1,زیر نظر,100,53,27,47,3780,20260922,-6.4,11.8,31.9,-7.9,0.5,17.9,55.1,57.6,false,50.9,3.74,above,-8.5,0.42,3420,4130,-7.95,6.39,0.46,-7.14,5.87,755,5.01,4.59,9.1,3639,3427,4130,4413,0.99,واگرایی منفی RSI
کنور,توسعه معدنی و صنعتی صبانور,استخراج کانه های فلزی,59,زیر نظر,100,65,2,62,5970,20260922,-5.5,21.1,64.4,24.6,0.9,27.7,86.9,61.2,false,54,3.7,above,-8.2,0.68,5890,6380,-67.73,-35.88,0.51,-67.69,29.83,738,8.09,13.76,-41.2,5890,5780,6380,6500,2.15,واگرایی منفی RSI | خروج مستمر پول حقیقی
مدیریت,س. و خدمات مدیریت صند. ب کشوری,سرمایه گذاریها,59,زیر نظر,90,53,35.5,90,4590,20260922,-10.5,5.3,32.2,-7.6,-2.3,8.9,39.8,50.1,false,41.8,3.95,above,-12.2,0.87,4420,4680,-3.46,-0.47,1.54,0.77,1.87,955,4.81,8.73,-44.9,4420,4329,4680,5230,0.35,نقدشوندگی پایین | واگرایی منفی RSI
فزر,پویا زرکان آق دره,استخراج کانه های فلزی,58.9,زیر نظر,100,60,63.5,4,301200,20260922,0.1,51.2,128,88.2,15.8,47.3,153.6,82.9,true,77.2,3.13,above,-2.8,1.91,211200,309800,866.86,1150.5,0.49,-3488.69,828.64,9504,31.69,14.44,119.5,291765,282330,309800,328670,0.46,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20 | P/E بالا (32)
شرانل,نفت ایرانول,فراورده های نفتی، کک و سوخت هسته ای,58.9,زیر نظر,100,65,16.5,47,106300,20260922,-11.6,19.5,40.3,0.4,1.3,16.6,93,55.9,false,44.7,3.57,above,-11.9,1,99320,120700,-93.32,39.62,0.3,-135.14,43.29,13150,8.08,8.12,-0.4,102507,97423,120700,128286,1.62,
دکیمی,کیمیدارو,مواد و محصولات دارویی,58.8,زیر نظر,100,65,46.3,17,64260,20260922,-1.4,6.9,137.4,97.6,2.1,26.6,138.4,62.5,false,54.9,3.68,above,-8.4,0.68,58540,65345,4.9,-23.64,0.93,2.37,18.61,4266,15.06,12.91,16.7,61898,58354,65345,70170,0.18,خروج مستمر پول حقیقی
کخاک,صنایع‌خاک‌چینی‌ایران‌,سایر محصولات کانی غیرفلزی,58.8,زیر نظر,100,50,58.1,17,58420,20260922,3.8,25.9,73.8,34,10.5,28.4,109,73.5,false,61.9,3.56,above,-0.8,1.05,46690,,15.82,89.89,1.02,-8.88,21.64,4037,14.47,12.75,13.5,56342,54263,64655,68812,1.5,
نوین,بیمه نوین,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,58.8,زیر نظر,100,60,63,4,11150,20260922,9.1,30.3,216.1,176.3,21,47.1,206,87.3,true,68.6,2.85,above,0,0.72,8880,,1.59,5.21,1.7,-0.25,14.16,358,31.15,18.13,71.8,10833,10516,12102,12736,1.5,اشباع خرید | فاصله زیاد از MA20 | P/E بالا (31)
شسینا,صنایع‌شیمیایی‌سینا,محصولات شیمیایی,58.7,زیر نظر,100,53,2.5,70,4120,20260922,-10.8,14.8,37.4,-2.4,0,14.9,52.5,55.1,false,49.1,3.45,above,-13.3,0.83,4030,4750,-6.85,-6.35,0.61,-7.54,6.43,523,7.88,9.63,-18.2,4030,3959,4750,5034,3.91,
فاراک,ماشین‌ سازی‌ اراک‌,ساخت محصولات فلزی,58.6,زیر نظر,90,65,17.5,57,3010,20260922,-5.9,3.1,88,48.2,-1.3,21.4,102.7,55.7,false,55.8,4.14,above,-10.1,0.61,2892,3090,-7.89,49.9,0.73,-37.15,75.75,423,7.12,7.54,-5.6,2892,2830,3090,3280,0.44,واگرایی منفی RSI
بشهاب,لامپ‌  پارس‌ شهاب‌,ماشین آلات و دستگاه‌های برقی,58.6,زیر نظر,90,65,17.5,57,8190,20260922,-11.3,15,64.6,24.7,-1.9,14.4,66.2,52.8,false,50.6,3.48,above,-13.8,0.28,7240,8800,-0.48,12.3,0.28,-9.75,12.49,1212,6.76,6.15,9.9,7905,7619,8800,9500,1.07,
سمایه,بانک سرمایه,بانکها و موسسات اعتباری,58.6,زیر نظر,100,70,88.5,10,5260,20260922,3.3,22.6,12.5,-27.3,5.3,10.7,23.9,63.2,true,24.7,3.85,above,-6.1,1.75,5145,5400,0.55,1.66,1.62,6.16,2.07,,,,,5145,5044,5400,5510,0.65,نقدشوندگی پایین | واگرایی منفی RSI | بدون EPS مثبت
شتران,پالایش نفت تهران,فراورده های نفتی، کک و سوخت هسته ای,58.6,زیر نظر,100,53,2,70,6380,20260922,-7.7,18.1,39,-0.8,2.8,20.9,87.4,59.6,false,57.3,3.73,above,-12.1,1.14,5005,7260,-913.28,-297.68,0.32,-1268.95,469.49,1249,5.11,6.26,-18.4,6142,5903,7260,7737,1.85,
ولپارس,لیزینگ پارسیان,سایر واسطه گریهای مالی,58.6,زیر نظر,90,38,62,34,3650,20260922,-11.4,3.1,31.6,-8.2,-4.1,9.7,32.5,47.9,false,51.2,4.04,above,-15.1,0.56,3440,4300,-1.02,6.75,1.63,3.75,3.26,307,11.89,9.94,19.6,3502,3366,4300,4595,2.29,
حتوکا,حمل‌ونقل‌توکا,حمل ونقل، انبارداری و ارتباطات,58.5,زیر نظر,100,53,9.7,62,2649,20260922,-4.6,9.6,32.1,-7.8,4.4,21.8,39.2,64.6,false,44.6,4.01,above,-6.7,0.53,2576,2840,-19.39,-19.97,1.09,-13.22,21.24,320,8.28,19.33,-57.2,2576,2523,2840,3053,1.51,واگرایی منفی RSI
سرود,سیمان‌شاهرود,سیمان، آهک و گچ,58.5,زیر نظر,90,65,17,57,18150,20260922,-8.9,10.8,61.3,21.5,-0.5,11.3,89.3,54.2,false,42.9,4.21,above,-11.2,0.74,17535,20430,-21.45,0.45,0.44,-91.61,56.99,2424,7.49,7.14,4.9,17535,17153,20430,21958,2.29,واگرایی منفی RSI
سپیدار,سپیدار سیستم آسیا,رایانه و فعالیت‌های وابسته به آن,58.5,زیر نظر,100,45,62,16,9750,20260922,-5.6,12.1,28,-11.8,2.8,12,41.8,57.5,false,32.8,3.54,above,-8.1,0.82,9435,10610,-11.72,8.33,2.75,6.98,8.19,830,11.75,8.89,32.1,9435,9262,10610,11301,1.76,
آبین,کشت و صنعت آبشیرین,زراعت و خدمات وابسته,58.5,زیر نظر,100,60,46,20,12070,20260922,10.6,66,70.7,30.8,24.7,51.1,167.7,94.6,true,63.2,3,above,0,1.78,8305,,-2.78,-4.09,2.58,21.7,6.1,235,51.36,,,11708,11345,13157,13882,1.5,اشباع خرید | فاصله زیاد از MA20 | P/E بالا (51) | واگرایی مثبت RSI
ولنوین,لیزینگ اقتصاد نوین,سایر واسطه گریهای مالی,58.5,زیر نظر,90,53,36.5,47,2860,20260922,-8.3,0.5,37.7,-2.1,-3.9,11.6,40.4,50.7,false,41.7,4.23,above,-11.5,0.53,2793,2980,-5.41,-1.95,3.09,6.67,7.03,294,9.73,9.94,-2.1,2793,2732,2980,3093,0.94,
پسهند,صنایع‌ لاستیکی‌  سهند,لاستیک و پلاستیک,58.5,زیر نظر,100,63,44.4,19,23870,20260922,3,11.1,31.9,-7.9,4.9,19.4,27.2,65.7,false,33.5,3.69,above,-14.2,1.15,23500,24110,-0.48,8.4,1.44,-2.23,5.83,1468,16.26,8.21,98.1,23500,23060,24110,26352,0.3,
آواک,صنایع ارتباطی آوا,اطلاعات و ارتباطات,58.4,زیر نظر,90,45,29.7,60,2770,20260922,-11.6,11.5,24.6,-15.2,-2.2,12.8,16.6,51.8,false,52.7,4.08,above,-14.1,0.45,2718,2949,-2.47,37.2,0.87,-1.3,15.45,328,8.45,11.65,-27.5,2718,2662,2949,3083,1.65,
انتخاب,گروه انتخاب الکترونیک آرمان,ماشین آلات و تجهیزات,58.4,زیر نظر,100,65,1.5,60,2354,20260922,-8,19.5,84.1,44.2,1.7,28.7,98,61.8,false,67.3,3.45,above,-10.7,0.69,2017,2635,-116.1,-6.59,0.51,-72.49,75.87,271,8.69,9.66,-10.1,2273,2192,2635,2797,1.73,
زنجان,صنایع کشاورزی وکود زنجان,محصولات شیمیایی,58.4,زیر نظر,100,70,87.5,10,2354,20260922,9.2,35.7,77.4,37.6,16.2,35,70.7,96.8,true,72.5,2.31,above,-0.5,0.96,1718,,0.48,2.77,8.38,2.35,0.62,,,,,2300,2245,2517,2625,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت
غپینو,پارس‌ مینو,محصولات غذایی و آشامیدنی به جز قند و شکر,58.4,زیر نظر,100,53,1,70,2001,20260922,-5.8,7.8,33,-6.9,1.3,10.1,86.7,55.9,false,45.8,3.95,above,-10.6,1.01,1861,2239,-13.85,-62.89,0.54,-47.04,46,275,7.28,8.53,-14.7,1922,1822,2239,2397,1.33,خروج مستمر پول حقیقی
شگل,گلتاش‌,محصولات شیمیایی,58.3,زیر نظر,90,65,26,47,3020,20260922,-13,12.4,99.8,60,-0.9,16.3,77.6,53.6,false,45.7,3.64,above,-14,0.52,2934,3510,-15.51,16.83,0.25,-26.8,13.83,339,8.91,9.63,-7.5,2934,2879,3510,3730,3.48,
جم پیلن,پتروشیمی جم پیلن,محصولات شیمیایی,58.3,زیر نظر,100,65,1,60,298400,20260922,-3.4,30.9,95.9,56.1,6.3,27,72.3,65.7,false,48,3.44,above,-6.2,0.58,263600,318000,-55.37,-112.53,0.57,-63.4,41.65,41853,7.13,9.63,-26,288128,277856,318000,338544,0.95,واگرایی منفی RSI | خروج مستمر پول حقیقی
ولانا,شرکت لیزینگ آریا دانا,سایر واسطه گریهای مالی,58.1,زیر نظر,100,70,46.5,10,5410,20260922,12,25.2,55.4,15.6,15.5,31.8,35,82.4,true,46.7,3.22,above,0,0.88,4937,,0,3.83,1.95,-0.14,3.37,,,,,5236,4974,5933,6281,1.2,اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت
تایرا,تراکتورسازی‌ایران‌,ماشین آلات و تجهیزات,58.1,زیر نظر,100,53,2,68,3110,20260922,-4.3,6.4,32.1,-7.7,2.1,12.6,39.1,60,false,33.5,4.07,above,-6.6,0.65,3051,3330,-18.22,-34.48,0.68,-18.64,17.27,754,4.12,5.15,-19.9,3051,2988,3330,3583,1.8,واگرایی منفی RSI | خروج مستمر پول حقیقی
دکوثر,داروسازی‌ کوثر,مواد و محصولات دارویی,58,زیر نظر,85,55,67.1,19,19500,20260922,-2.8,-7.4,89.9,50,-4.8,17.6,81.1,51.3,false,41.4,4.16,above,-13.3,1.1,19290,20420,30.26,16.3,1.22,34.59,62.84,1031,18.91,12.91,46.5,19290,18885,20420,21270,1.49,
شسپا,نفت سپاهان,فراورده های نفتی، کک و سوخت هسته ای,58,زیر نظر,100,65,3,57,20930,20260922,-8.4,17.7,77,37.2,2.7,16.1,108.8,58.4,false,40.5,3.81,above,-10.5,1.01,19580,23390,-135.31,-103.69,0.33,-309.43,106.34,3704,5.65,6.26,-9.7,20133,19181,23390,24984,1.41,
غزر,صنعتی زر ماکارون,محصولات غذایی و آشامیدنی به جز قند و شکر,58,زیر نظر,100,65,3,57,4820,20260922,-7.5,16.1,46.3,6.5,3.8,26.6,104.9,61.8,false,61.8,3.16,above,-10.2,1.56,4480,5370,-135.42,-134.85,0.62,-99.08,75.69,620,7.77,8.53,-8.9,4668,4439,5370,5675,1.44,واگرایی منفی RSI | خروج مستمر پول حقیقی
کتوکا,تولیدی و خدمات صنایع نسوز توکا,سایر محصولات کانی غیرفلزی,58,زیر نظر,100,50,22,50,8620,20260922,-2.2,47.4,121.4,81.5,10.9,50.9,116.5,77.6,false,82,3.17,above,-7.7,1.6,4456,9340,-0.76,-9.17,2.83,-40.05,23.92,983,8.77,10.33,-15.1,8347,8074,9340,9886,1.32,
شبریز,پالایش نفت تبریز,فراورده های نفتی، کک و سوخت هسته ای,57.9,زیر نظر,100,65,2.5,57,56570,20260922,-10.5,18.3,52.4,12.6,0.6,18.9,87.4,57.7,false,56.1,3.85,above,-13.1,0.62,49020,65100,-176.48,-238.09,0.41,-290.65,180.08,9661,5.86,6.26,-6.5,54390,52210,65100,69460,1.96,خروج مستمر پول حقیقی
کولان,کولان سل,محصولات کاغذی,57.9,زیر نظر,85,70,36.5,37,30070,20260922,-3.9,10.7,0.7,-39.1,1.8,6.8,,54.9,true,25.5,3.56,,-8.2,1.28,29290,32750,-10.16,-13.57,4.14,58.91,14.53,3233,9.3,10.19,-8.7,29290,28754,32750,34893,2.04,
کربن,کانی کربن طبس,استخراج زغال سنگ,57.9,زیر نظر,90,50,1.5,82,9180,20260922,-8.5,0.9,56.9,17.1,-9.5,10.7,70,45.7,false,47,4,above,-19.5,0.39,7240,11400,-6.7,-49.08,0.76,-10.88,23.5,1449,6.34,15.48,-59.1,8812,8445,11400,12135,3.02,خروج مستمر پول حقیقی
وصنا,گروه‌صنایع‌بهشهرایران‌,سرمایه گذاریها,57.9,زیر نظر,100,65,12.5,47,5780,20260922,-4.9,18,85.1,45.3,1.9,19,91.3,60.6,false,56.8,3.45,above,-9.8,0.94,4790,6410,-36.63,-51.79,1.24,-31.18,15.6,842,6.86,7.13,-3.7,5581,5381,6410,6809,1.58,خروج مستمر پول حقیقی
شگستر,گسترش سوخت سبززاگرس(سهامی عام),محصولات شیمیایی,57.8,زیر نظر,100,50,67.3,4,1920,20260922,-0.2,44.1,100.5,60.7,11.2,45.9,84,76.4,false,63.9,3.02,above,-3.9,1.93,1425,1998,54.2,129.05,1.35,-0.45,50.24,36,53.33,9.63,453.8,1862,1804,1998,2114,0.67,P/E بالا (53)
تنوین,تامین سرمایه نوین,فعالیتهای کمکی به نهادهای مالی واسط,57.8,زیر نظر,90,65,3.3,68,2777,20260922,-0.9,4.9,62.9,23,0,21.7,81.8,59.8,false,42.7,3.77,above,-6.7,0.7,2633,2950,-15.25,-61.24,0.91,-8.25,15.48,605,4.59,5.92,-22.5,2672,2581,2950,3159,0.88,خروج مستمر پول حقیقی
تمحرکه,ماشین سازی نیرو محرکه,ماشین آلات و تجهیزات,57.8,زیر نظر,100,90,59.1,20,9100,20260922,-1.6,19.9,60.8,21,8.6,23.9,26.3,67.5,true,58,2.85,above,-9.8,1.26,9000,9217,0.01,0.09,0.95,0.53,1.19,5,1820,,,9000,8870,9217,9503,0.51,نقدشوندگی پایین | P/E بالا (1820)
دجابر,داروسازی‌ جابرابن‌حیان‌,مواد و محصولات دارویی,57.8,زیر نظر,100,75,21,30,46380,20260922,5.7,4.6,270.2,230.3,1,33.2,185.6,66,false,68.5,3.62,above,-6.3,0.36,45240,48660,-17.45,-231,1.83,-7,78.46,3483,13.32,12.91,3.1,45240,44400,48660,49510,1.15,خروج مستمر پول حقیقی
