symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,lockedDays20,sellQueueDays5,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
ولبهمن,شرکت بهمن لیزینگ,سایر واسطه گریهای مالی,61.5,زیر نظر,70,38,41.5,90,2909,20260926,-7.7,8.5,29.7,-8.9,-5.9,13.4,44.8,49.9,3,1,false,44.6,3.57,above,-18.5,1.2,2401,3570,17.91,-0.66,0.78,2.13,12.15,776,3.75,5.8,-35.4,2805,2701,3570,3778,3.18,سرانه خرید ضعیف (0.78) | حد ضرر دور (7.1٪) | صف فروش در ۵ روز اخیر
غمینو,شرکت صنایع غذایی مینو شرق,محصولات غذایی و آشامیدنی به جز قند و شکر,61.4,زیر نظر,90,65,28.5,57,8340,20260926,-9.8,3.9,48.1,9.5,-0.4,3.5,85.6,50.1,2,0,false,30.5,4.18,above,-12.2,0.83,8240,8750,-2.98,51.62,0.59,-34.2,27.66,1231,6.77,7.05,-3.9,8240,8066,8750,9500,1.5,عرضه حقوقی به حقیقی (-58 میلیارد تومان در ۲۰ روز) | 86٪ بالای MA200 | سرانه خرید ضعیف (0.59)
بهیر,س. توسعه تجارت هیرمند,سرمایه گذاریها,61.4,زیر نظر,100,65,88.5,25,4410,20260926,8.9,11.6,17.5,-21.1,7.3,18.4,27,78.3,4,0,true,55.4,2.45,above,-0.9,0.98,4210,,1.63,1.47,2.05,0.43,1.17,223,19.78,,,4302,4156,4735,4951,1.28,نقدشوندگی پایین | واگرایی منفی RSI | اشباع خرید | عرضه حقوقی به حقیقی (-1 میلیارد تومان در ۲۰ روز) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
کتوسعه,توسعه صنایع و معادن کوثر,استخراج سایر معادن,61.4,زیر نظر,90,53,61,34,19400,20260926,-2.7,1,36.8,-1.8,-3.5,14.1,49.4,54.1,2,0,false,56,3.68,above,-11.8,0.74,15810,22000,0.05,-18.11,7.69,7.91,3.61,1794,10.81,9.57,13,18686,17972,22000,23428,1.82,خروج مستمر پول حقیقی | حد ضرر دور (7.4٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
حتوکا,حمل‌ونقل‌توکا,حمل ونقل، انبارداری و ارتباطات,61.3,زیر نظر,100,45,27,62,2562,20260926,-3.4,1,21.5,-17.1,0.6,16.2,33.9,56.6,1,0,false,43.4,4.03,above,-9.8,0.52,2283,2840,-2.95,-19.42,1.18,0.84,13.92,320,8.01,19.33,-58.6,2459,2304,2840,3047,1.08,واگرایی منفی RSI | خروج مستمر پول حقیقی | واگرایی منفی | حد ضرر دور (10.1٪)
شپارس,بین‌ المللی‌ محصولات‌  پارس‌,محصولات شیمیایی,61.1,زیر نظر,90,65,2.4,82,2464,20260926,-8.3,10,102.3,63.7,-3.7,22.6,97.4,54.6,6,2,false,60.7,3.44,above,-16.4,0.67,1670,2948,-26.6,-72.78,0.83,-20.09,24.25,370,6.66,9.63,-30.8,2379,2295,2948,3117,2.86,خروج مستمر پول حقیقی | سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (102٪ در ۶۰ روز، 23٪ بالای MA50) | 97٪ بالای MA200 | صف فروش در ۵ روز اخیر
کورز,ورزیران‌,سایر محصولات کانی غیرفلزی,60.9,زیر نظر,100,60,95.5,20,7460,20260926,7.8,44.3,45.8,7.2,18,35.5,57.5,89.5,10,0,true,40.8,2.76,above,0,1.32,5872,,4.64,4.65,2.13,1.6,1.36,133,56.09,,,7254,7048,8077,8489,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 10 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (46٪ در ۶۰ روز، 35٪ بالای MA50) | P/E بالا (56) | 58٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان
غشصفا,شیرپاستوریزه‌پگاه‌اصفهان‌,محصولات غذایی و آشامیدنی به جز قند و شکر,60.9,زیر نظر,100,65,1.5,70,24700,20260926,-5.9,12.9,54.4,15.8,3.6,19.1,106.6,60.9,4,1,false,45.7,3.52,above,-10.2,0.63,22520,27510,-11.73,-40.93,0.57,-13.19,11.94,3764,6.56,8.53,-23.1,23830,22524,27510,29251,1.29,خروج مستمر پول حقیقی | 107٪ بالای MA200 | سرانه خرید ضعیف (0.57) | حد ضرر دور (8.8٪) | صف فروش در ۵ روز اخیر
غشاذر,پگاه‌آذربایجان‌غربی‌,محصولات غذایی و آشامیدنی به جز قند و شکر,60.9,زیر نظر,70,53,57,60,18900,20260926,-3.7,4.7,37.3,-1.3,-0.8,8.9,66.7,53.7,0,0,false,18.4,4.07,above,-8.3,0.57,18650,20060,2.98,16.71,1,-4.65,14.04,2810,6.73,8.53,-21.1,18650,18265,20060,20600,1.83,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-10 میلیارد تومان در ۲۰ روز) | 67٪ بالای MA200 | واگرایی منفی
فزرین,زرین معدن آسیا,فلزات اساسی,60.8,زیر نظر,90,65,26,57,9360,20260926,-10.5,26.8,135.1,96.5,-0.4,26.6,133.1,59.2,17,3,false,69.6,3.09,above,-15.5,1.06,6630,11080,-16.99,82.91,0.37,-36.4,18.84,1184,7.91,8.05,-1.8,9071,8782,11080,11658,2.97,سهم صفی: 17 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (135٪ در ۶۰ روز، 27٪ بالای MA50) | عرضه حقوقی به حقیقی (-97 میلیارد تومان در ۲۰ روز) | 133٪ بالای MA200 | سرانه خرید ضعیف (0.37) | صف فروش در ۵ روز اخیر
ساراب,سیمان‌ داراب‌,سیمان، آهک و گچ,60.6,زیر نظر,90,65,25.5,57,17580,20260926,-8.7,20.8,63.2,24.6,-2.1,9.7,47.7,52.2,11,1,false,34.4,3.2,above,-14.9,0.48,14873,20660,-4.64,5.88,0.44,-6.97,5.3,2361,7.45,7.14,4.3,17018,16456,20660,21784,2.74,سهم صفی: 11 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-6 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.44) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
فسپا,گروه‌صنعتی‌سپاهان‌,فلزات اساسی,60.5,زیر نظر,100,60,2,72,8270,20260926,3.4,35.8,161.3,122.7,16.1,48,181.4,85.8,10,0,true,75.1,3.16,above,-2.4,1.07,6130,,-93.58,-111.93,0.62,-113.75,51.92,1216,6.8,13.48,-49.5,8009,7748,9054,9576,1.5,اشباع خرید | فاصله زیاد از MA20 | خروج مستمر پول حقیقی | سهم صفی: 10 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (161٪ در ۶۰ روز، 48٪ بالای MA50) | 181٪ بالای MA200 | سرانه خرید ضعیف (0.62)
ولراز,لیزینگ رازی,سایر واسطه گریهای مالی,60.5,زیر نظر,100,70,61,25,6220,20260923,15.2,63.7,227.9,189.3,26.9,66.8,153.5,97.5,11,0,true,83.3,2.51,above,0,0.36,2771,,-0.32,12.36,4.1,3.8,4.39,322,19.32,,,6064,5908,6688,7000,1.5,اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 11 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (228٪ در ۶۰ روز، 67٪ بالای MA50) | عرضه حقوقی به حقیقی (-12 میلیارد تومان در ۲۰ روز) | 153٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان | آخرین معامله 20260923 (متوقف یا کم‌معامله)
قچار,فراوردههای غذایی وقند چهارمحال,قند و شکر,60.4,زیر نظر,100,75,24.6,37,5760,20260926,2.7,11.6,84.3,45.7,9.2,25.3,89.5,73.4,3,0,true,61.4,3.68,above,-2,0.86,5450,5850,-1.51,9.33,1.06,-6.09,36.68,655,8.79,9.57,-8.1,5548,5344,5850,6273,0.22,عرضه حقوقی به حقیقی (-9 میلیارد تومان در ۲۰ روز) | 90٪ بالای MA200 | حد ضرر دور (7.2٪)
خلنت,لنت‌ ترمزایران‌,خودرو و ساخت قطعات,60.4,زیر نظر,85,45,61.5,42,5570,20260926,2.6,-4.5,20.6,-18,0,8.6,48.7,54.8,1,0,false,31.6,3.58,above,-7.2,0.61,5390,5910,0.42,-11.35,1.63,2.61,7.27,1027,5.42,,,5390,5290,5910,6000,1.22,خروج مستمر پول حقیقی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
ختور,رادیاتور ایران‌,خودرو و ساخت قطعات,60.3,زیر نظر,100,60,31.1,42,3930,20260926,4.2,35.4,95.8,57.2,14,36.6,92.4,83.3,6,0,true,65.9,3.59,above,-2.2,1.45,2780,,-25.15,11.55,0.96,-1.01,29.98,715,5.5,,,3789,3648,4353,4635,1.5,واگرایی منفی RSI | اشباع خرید | سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (96٪ در ۶۰ روز، 37٪ بالای MA50) | عرضه حقوقی به حقیقی (-23 میلیارد تومان در ۲۰ روز) | 92٪ بالای MA200 | واگرایی منفی | حد ضرر دور (7.2٪)
غویتا,ویتانا,محصولات غذایی و آشامیدنی به جز قند و شکر,60.2,زیر نظر,90,53,0.5,90,5880,20260926,-8.4,7.9,34.7,-3.9,-2.3,8.9,76.3,51,7,1,false,32.5,3.61,above,-14.4,0.7,5690,6870,-26.35,-75.44,0.55,-38.2,32.37,1338,4.39,7.05,-37.7,5690,5584,6870,7294,3.34,خروج مستمر پول حقیقی | سهم صفی: 7 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | 76٪ بالای MA200 | سرانه خرید ضعیف (0.55) | صف فروش در ۵ روز اخیر
نوین,بیمه نوین,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,60.2,زیر نظر,100,70,60.9,4,11620,20260926,9,43.6,212.2,173.6,21.7,47.8,210.4,89.2,0,0,true,69.7,2.8,above,-1.7,0.86,8880,,3.67,15.98,1.12,-6.33,12.34,358,32.46,18.13,79,11295,10969,12596,13247,1.5,اشباع خرید | فاصله زیاد از MA20 | رشد عمودی (212٪ در ۶۰ روز، 48٪ بالای MA50) | P/E بالا (32) | عرضه حقوقی به حقیقی (-11 میلیارد تومان در ۲۰ روز) | 210٪ بالای MA200
دامین,داروسازی‌ امین‌,مواد و محصولات دارویی,60.2,زیر نظر,95,88,52.4,4,15800,20260926,8.3,1.5,36.7,-1.9,5.5,9.2,47.3,60.2,3,0,true,21.7,3.6,above,-8.1,0.93,15400,16140,17.21,-59.31,1.17,10.8,34.49,378,41.8,12.91,223.8,15400,15115,16140,17190,0.5,خروج مستمر پول حقیقی | P/E بالا (42)
شگویا,پتروشیمی تندگویان,محصولات شیمیایی,60.1,زیر نظر,100,40,72.5,16,12560,20260926,8.2,56,28.5,-10.1,18,36.3,80.2,81.7,13,0,true,46.5,2.99,above,-3.8,1.56,11270,,-132.97,153.05,2.63,214.93,110.54,1099,11.43,8.01,42.7,12184,11809,13687,14439,1.5,اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 13 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (28٪ در ۶۰ روز، 36٪ بالای MA50) | عرضه حقوقی به حقیقی (-240 میلیارد تومان در ۲۰ روز) | 80٪ بالای MA200
قرن,پدیده شیمی قرن,محصولات شیمیایی,60,زیر نظر,100,65,21,47,23400,20260926,-5.3,3.3,50.1,11.5,1,8.6,88.7,54.5,4,0,false,37.8,3.62,above,-12.3,0.55,22910,26690,-11.93,-49.25,2.61,-11.17,18.25,2371,9.87,9.63,2.5,22910,22487,26690,28382,3.6,خروج مستمر پول حقیقی | 89٪ بالای MA200
چخزر,صنایع چوب خزر کاسپین,محصولات چوبی,60,زیر نظر,95,65,37,37,192100,20260926,3.5,-2.7,115.6,77,1.9,11.8,127.3,60.7,2,0,false,29.1,3.58,above,-5.6,0.51,188600,197900,-5.26,-16.03,6.76,18.21,14.71,20671,9.29,9.03,2.9,188600,185164,197900,203400,0.84,خروج مستمر پول حقیقی | رشد عمودی (116٪ در ۶۰ روز، 12٪ بالای MA50) | 127٪ بالای MA200
کگل,معدنی و صنعتی گل گهر,استخراج کانه های فلزی,59.9,زیر نظر,85,40,45.8,60,2868,20260926,-4.1,-3.8,42.8,4.2,-4.1,6,41,48.6,3,1,false,32.9,3.97,above,-13.4,0.78,2805,2931,139.22,18.09,0.97,-3.95,231.72,241,11.9,13.76,-13.5,2805,2748,2931,3071,0.52,صف فروش در ۵ روز اخیر
فوکا,فولاد کاویان,فلزات اساسی,59.9,زیر نظر,100,65,10.8,57,6250,20260926,-9.6,23,84.1,45.5,0.2,32.7,,61.2,12,1,false,72,3.59,above,-14.4,1.72,3563,7300,-32.67,-3.83,1.13,-9.37,11.5,817,7.65,8.05,-5,6026,5802,7300,7748,2.34,سهم صفی: 12 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (84٪ در ۶۰ روز، 33٪ بالای MA50) | 205٪ بالای کف ۵۲ هفته | حد ضرر دور (7.2٪) | صف فروش در ۵ روز اخیر
شاوان,پالایش نفت لاوان,فراورده های نفتی، کک و سوخت هسته ای,59.9,زیر نظر,100,75,22.5,37,50690,20260926,-1.9,52.2,93.9,55.3,13,54.5,108.6,77.5,14,0,true,81.9,3,above,-6.6,1.8,31203,,-523.04,-73.63,3.7,-562.45,137.08,6145,8.25,8.12,1.6,49171,47652,55247,58286,1.5,سهم صفی: 14 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (94٪ در ۶۰ روز، 55٪ بالای MA50) | 109٪ بالای MA200
ولپارس,لیزینگ پارسیان,سایر واسطه گریهای مالی,59.9,زیر نظر,90,53,62,27,3790,20260926,-2.8,6.5,34.7,-3.9,-1,12.4,36.9,54.7,2,1,false,45.8,3.92,above,-11.9,1.05,3680,4300,-0.42,7.91,4.44,12.07,3.44,307,12.35,9.94,24.2,3680,3606,4300,4597,2.77,عرضه حقوقی به حقیقی (-7 میلیارد تومان در ۲۰ روز) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
وسرمد,بیمه  سرمد,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,59.9,زیر نظر,50,38,89,60,1511,20260926,-2.3,-9,36.4,-2.2,-7.1,-0.3,29.9,41.1,1,0,false,33.9,4.24,above,-15.4,1.3,1456,1605,7.48,16.21,2.48,6.44,3.38,317,4.77,,,1456,1424,1605,1707,1.07,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-15 میلیارد تومان در ۲۰ روز) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
شکام,صنایع شیمیایی کیمیاگران امروز,محصولات شیمیایی,59.4,زیر نظر,100,75,20.5,37,10270,20260926,2.6,17.4,125.3,86.7,2.1,27.4,140.3,64.8,5,0,false,48.1,3.9,above,-7.6,0.67,9420,11080,-59.52,-82.02,1.66,-136.4,117.3,1258,8.16,8.01,1.9,9870,9269,11080,11881,0.81,رشد عمودی (125٪ در ۶۰ روز، 27٪ بالای MA50) | 140٪ بالای MA200 | حد ضرر دور (9.7٪)
ولیز,لیزینگ ایران,سایر واسطه گریهای مالی,59.4,زیر نظر,100,60,37.5,32,4230,20260926,6.5,40.8,86.8,48.2,17.9,51.7,75.1,87.8,8,0,true,81.1,2.89,above,-1.4,0.89,3260,,-2.28,-4.12,1.92,12.71,6.45,458,9.24,,,4108,3985,4597,4841,1.5,اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (87٪ در ۶۰ روز، 52٪ بالای MA50) | 75٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان
قصفها,قنداصفهان‌,قند و شکر,59.4,زیر نظر,90,53,27,60,2254,20260926,-3.3,6.6,34.2,-4.4,-2.7,11.2,61.6,52.1,4,1,false,39.2,3.82,above,-13.5,0.74,2149,2607,-3.59,18.37,0.61,-14.83,14.31,264,8.54,9.8,-12.9,2168,2106,2607,2779,2.38,عرضه حقوقی به حقیقی (-19 میلیارد تومان در ۲۰ روز) | 62٪ بالای MA200 | سرانه خرید ضعیف (0.61) | صف فروش در ۵ روز اخیر
فپنتا,سپنتا,فلزات اساسی,59.4,زیر نظر,90,53,27,60,45070,20260926,-14.1,21.9,29.3,-9.3,-0.5,22.8,24.8,55.6,12,5,false,58.9,3.28,above,-20.4,0.23,44504,45942,-13.92,74.93,0.1,-23.08,20.52,4100,10.99,13.48,-18.5,44504,43764,45942,47742,0.67,سهم صفی: 12 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-78 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.10) | صف فروش در ۵ روز اخیر
فخوز,فولاد  خوزستان,فلزات اساسی,59.3,زیر نظر,100,75,27,30,2950,20260926,-3,56.4,62.2,23.6,13,29.2,81.5,72.6,9,0,true,45.1,3.61,above,-6.1,1.16,2870,3140,-755.8,785.31,0.52,-748.53,336.62,222,13.29,13.48,-1.4,2870,2817,3140,3353,1.43,سهم صفی: 9 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-1015 میلیارد تومان در ۲۰ روز) | 81٪ بالای MA200 | سرانه خرید ضعیف (0.52)
مدیریت,س. و خدمات مدیریت صند. ب کشوری,سرمایه گذاریها,59.2,زیر نظر,90,53,36.5,90,4690,20260926,-5.1,3.1,35.3,-3.3,-0.5,10,41.7,53.9,2,0,false,36.7,3.56,above,-10.3,0.73,4420,5230,-1.41,-0.56,2.96,2.77,1.89,955,4.91,8.73,-43.7,4523,4336,5230,5564,1.53,نقدشوندگی پایین | واگرایی منفی RSI | واگرایی منفی | حد ضرر دور (7.5٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
وکغدیر,بین المللی توسعه ص. معادن غدیر,شرکتهای چند رشته ای صنعتی,59.1,زیر نظر,100,65,27.5,37,6470,20260926,-7,22.3,104.6,66,5.2,34.9,84.3,65.6,8,0,false,69.6,3.37,above,-9.6,1.27,5440,7160,-132.79,334.76,0.52,-260.59,124.57,563,11.49,10.88,5.6,6252,6034,7160,7596,1.58,سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (105٪ در ۶۰ روز، 35٪ بالای MA50) | عرضه حقوقی به حقیقی (-385 میلیارد تومان در ۲۰ روز) | 84٪ بالای MA200 | سرانه خرید ضعیف (0.52) | شناوری کم (10٪)
وصنعت,سرمایه گذاری توسعه صنعت وتجارت,سرمایه گذاریها,59.1,زیر نظر,90,45,2.5,90,2785,20260926,-7.5,5.8,28.5,-10.1,-0.5,12.7,47.6,54.2,2,1,false,43.1,3.7,above,-11.8,0.89,2700,3159,-3.39,-3.83,0.75,-5.35,4.54,884,3.15,7.13,-55.8,2700,2648,3159,3365,2.74,175٪ بالای کف ۵۲ هفته | سرانه خرید ضعیف (0.75) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | شناوری کم (13٪) | صف فروش در ۵ روز اخیر
فصبا,صبا فولاد خلیج فارس,فلزات اساسی,59.1,زیر نظر,100,63,62,4,3940,20260926,-2.2,31,35.3,-3.3,11.4,27.6,49.7,72.9,5,0,true,39.6,3.49,above,-3.2,1.12,3090,4070,-30.14,25.59,2.1,25.05,23.29,178,22.13,8.05,175,3803,3665,4070,4345,0.47,عرضه حقوقی به حقیقی (-23 میلیارد تومان در ۲۰ روز)
شاراک,پتروشیمی شازند,محصولات شیمیایی,59,زیر نظر,100,50,16,60,29430,20260926,7.4,42.5,95.2,56.6,12.8,37.7,129.4,77.9,6,0,false,62.8,3.16,above,-1,0.85,26570,,-123.33,65.16,0.72,-189.34,142.31,3871,7.6,9.63,-21.1,28500,27570,32220,34080,1.5,سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (95٪ در ۶۰ روز، 38٪ بالای MA50) | عرضه حقوقی به حقیقی (-92 میلیارد تومان در ۲۰ روز) | 129٪ بالای MA200 | سرانه خرید ضعیف (0.72)
شپاکسا,پاکسان‌,محصولات شیمیایی,59,زیر نظر,100,55,2,70,2603,20260926,-5.1,-0.6,85.7,47.1,0.3,16.9,89,56.4,3,1,false,43.9,3.88,above,-11.5,0.67,2335,2700,-32.57,-83.58,0.62,-36.35,37.13,327,7.96,9.63,-17.3,2502,2351,2700,2940,0.38,واگرایی منفی RSI | خروج مستمر پول حقیقی | 89٪ بالای MA200 | سرانه خرید ضعیف (0.62) | واگرایی منفی | حد ضرر دور (9.7٪) | صف فروش در ۵ روز اخیر
فروس,فروسیلیس‌ ایران‌,فلزات اساسی,59,زیر نظر,100,53,1.5,72,4090,20260926,-13.2,29.3,37.4,-1.2,0.6,18.2,61,56.2,16,4,false,52.4,3.19,above,-15.1,0.74,3335,4820,-14.96,-2.82,0.27,-16.32,7.39,440,9.3,13.48,-31,3959,3829,4820,5081,2.79,سهم صفی: 16 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | 61٪ بالای MA200 | سرانه خرید ضعیف (0.27) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
